county,year,robbery,violent_total,index_total,property_total,murder,aggravated_assault,burglary,larceny,motor_vehicle_theft,nyc
Seneca,2007,1,46,565,519,0,39,74,438,7,Rest of NYS
Seneca,2008,4,46,665,619,1,32,101,494,24,Rest of NYS
Seneca,2009,5,48,651,603,0,40,125,459,19,Rest of NYS
Seneca,2010,4,52,660,608,0,34,121,478,9,Rest of NYS
Seneca,2011,4,63,681,618,1,51,112,488,18,Rest of NYS
Seneca,2012,3,59,853,794,0,51,119,665,10,Rest of NYS
Seneca,2013,5,62,791,729,2,47,123,596,10,Rest of NYS
Seneca,2014,2,57,721,664,1,49,92,555,17,Rest of NYS
Seneca,2015,6,62,730,668,0,39,108,539,21,Rest of NYS
Seneca,2016,1,67,643,576,0,39,95,469,12,Rest of NYS
Seneca,2017,5,73,571,498,0,46,72,423,3,Rest of NYS
Seneca,2018,2,49,467,418,3,23,40,369,9,Rest of NYS
Seneca,2019,1,45,440,395,0,22,36,352,7,Rest of NYS
Seneca,2020,1,55,438,383,1,26,29,338,16,Rest of NYS
Seneca,2021,3,67,540,473,1,34,55,399,19,Rest of NYS
Seneca,2022,3,86,505,419,1,59,31,364,24,Rest of NYS
Seneca,2023,3,43,448,405,0,24,37,348,20,Rest of NYS
Seneca,2024,8,106,1112,1006,2,84,82,886,38,Rest of NYS
St Lawrence,2002,8,264,2523,2259,2,219,441,1747,71,Rest of NYS
St Lawrence,2003,15,216,2579,2363,1,155,540,1755,68,Rest of NYS
St Lawrence,2004,11,144,2644,2500,0,108,561,1852,87,Rest of NYS
St Lawrence,2005,8,174,2673,2499,4,138,545,1886,68,Rest of NYS
St Lawrence,2006,7,150,2653,2503,3,110,608,1825,70,Rest of NYS
St Lawrence,2007,6,196,2318,2122,1,167,387,1692,43,Rest of NYS
St Lawrence,2008,5,210,2327,2117,0,179,429,1636,52,Rest of NYS
St Lawrence,2009,11,191,1781,1590,0,143,411,1141,38,Rest of NYS
St Lawrence,2010,19,141,2482,2341,2,96,474,1809,58,Rest of NYS
St Lawrence,2011,10,143,2515,2372,2,110,535,1792,45,Rest of NYS
St Lawrence,2012,11,122,2184,2062,0,97,394,1628,40,Rest of NYS
St Lawrence,2013,12,112,1965,1853,1,89,345,1470,38,Rest of NYS
St Lawrence,2014,12,97,1759,1662,3,62,284,1348,30,Rest of NYS
St Lawrence,2015,14,143,1642,1499,2,74,275,1195,29,Rest of NYS
St Lawrence,2016,22,173,1739,1566,1,84,276,1260,30,Rest of NYS
St Lawrence,2017,12,134,1512,1378,1,77,208,1133,37,Rest of NYS
St Lawrence,2018,16,153,1401,1248,1,72,238,981,29,Rest of NYS
St Lawrence,2019,9,105,1114,1009,0,64,182,788,39,Rest of NYS
St Lawrence,2020,7,135,1104,969,1,78,157,791,21,Rest of NYS
St Lawrence,2021,8,169,1192,1023,2,92,149,836,38,Rest of NYS
St Lawrence,2022,15,150,1338,1188,4,81,195,931,62,Rest of NYS
St Lawrence,2023,6,152,1489,1337,5,88,206,1082,49,Rest of NYS
St Lawrence,2024,14,338,3060,2722,6,236,464,2188,70,Rest of NYS
Steuben,2002,11,122,1411,1289,0,87,297,960,32,Rest of NYS
Steuben,2003,19,126,1516,1390,0,73,259,1083,48,Rest of NYS
Steuben,2004,15,188,2091,1903,5,131,362,1494,47,Rest of NYS
Steuben,2005,16,202,2153,1951,2,137,385,1513,53,Rest of NYS
Steuben,2006,14,259,1770,1511,1,154,295,1185,31,Rest of NYS
Steuben,2007,16,160,1551,1391,2,106,263,1096,32,Rest of NYS
Steuben,2008,7,161,1498,1337,0,121,276,1029,32,Rest of NYS
Steuben,2009,11,134,1393,1259,2,98,279,958,22,Rest of NYS
Steuben,2010,13,161,1822,1661,2,128,370,1247,44,Rest of NYS
Steuben,2011,17,138,1687,1549,2,92,314,1197,38,Rest of NYS
Steuben,2012,15,156,1836,1680,0,101,348,1278,54,Rest of NYS
Steuben,2013,13,123,1541,1418,1,88,269,1125,24,Rest of NYS
Steuben,2014,9,115,1531,1416,0,80,241,1132,43,Rest of NYS
Steuben,2015,12,189,1579,1390,1,97,202,1157,31,Rest of NYS
Steuben,2016,14,188,1526,1338,1,100,231,1064,43,Rest of NYS
Steuben,2017,8,171,1268,1097,1,83,209,855,33,Rest of NYS
Steuben,2018,10,148,960,812,1,77,151,637,24,Rest of NYS
Steuben,2019,8,138,816,678,0,77,147,499,32,Rest of NYS
Steuben,2020,6,117,874,757,3,52,167,543,47,Rest of NYS
Steuben,2021,5,166,840,674,2,80,122,524,28,Rest of NYS
Steuben,2022,11,159,994,835,3,81,180,577,78,Rest of NYS
Steuben,2023,14,203,1246,1043,0,130,178,813,52,Rest of NYS
Steuben,2024,6,292,2168,1876,4,186,328,1462,86,Rest of NYS
Suffolk,2002,996,3124,36707,33583,19,1940,5211,25258,3114,Rest of NYS
Suffolk,2003,1059,2975,35391,32416,29,1745,5139,24225,3052,Rest of NYS
Suffolk,2004,958,2841,31931,29090,28,1725,4291,22038,2761,Rest of NYS
Suffolk,2005,1157,3107,32063,28956,32,1815,4289,22289,2378,Rest of NYS
Suffolk,2006,1142,3100,32596,29496,38,1810,4181,22831,2484,Rest of NYS
Suffolk,2007,957,2657,31374,28717,30,1561,4066,22390,2261,Rest of NYS
Suffolk,2008,985,2613,33974,31361,39,1477,4775,24484,2102,Rest of NYS
Suffolk,2009,1059,2740,32603,29863,33,1563,4555,23647,1661,Rest of NYS
Suffolk,2010,877,2377,32638,30261,52,1380,4822,23841,1598,Rest of NYS
Suffolk,2011,818,2217,31406,29189,32,1304,5108,22807,1274,Rest of NYS
Suffolk,2012,757,2127,28885,26758,23,1300,4361,21212,1185,Rest of NYS
Suffolk,2013,694,1934,26379,24445,27,1160,3610,19656,1179,Rest of NYS
Suffolk,2014,633,1764,26113,24349,29,1052,3338,19768,1243,Rest of NYS
Suffolk,2015,732,2010,24496,22486,25,1086,2591,18650,1245,Rest of NYS
Suffolk,2016,612,1896,23092,21196,33,1100,2132,17891,1173,Rest of NYS
Suffolk,2017,537,1749,21462,19713,22,1029,1679,16928,1106,Rest of NYS
Suffolk,2018,424,1512,18977,17465,21,859,1220,15281,964,Rest of NYS
Suffolk,2019,303,1419,18194,16775,26,856,1065,14874,836,Rest of NYS
Suffolk,2020,316,1321,18147,16826,33,801,1127,14434,1265,Rest of NYS
Suffolk,2021,282,1455,17114,15659,33,903,843,13598,1218,Rest of NYS
Suffolk,2022,294,1421,20845,19424,27,887,1018,16935,1471,Rest of NYS
Suffolk,2023,314,1552,20999,19447,28,1074,816,17097,1534,Rest of NYS
Suffolk,2024,458,2902,38426,35524,34,2116,1420,31622,2482,Rest of NYS
Sullivan,2002,37,249,1818,1569,0,194,469,1042,58,Rest of NYS
Sullivan,2003,29,294,2106,1812,2,231,562,1163,87,Rest of NYS
Sullivan,2004,31,273,1880,1607,2,209,515,1017,75,Rest of NYS
Sullivan,2005,46,260,2221,1961,0,192,565,1317,79,Rest of NYS
Sullivan,2006,47,291,2004,1713,2,214,489,1131,93,Rest of NYS
Sullivan,2007,45,268,2067,1799,0,203,492,1206,101,Rest of NYS
Sullivan,2008,27,195,1804,1609,3,138,506,1045,58,Rest of NYS
Sullivan,2009,28,185,1539,1354,3,132,432,889,33,Rest of NYS
Sullivan,2010,34,215,1688,1473,3,154,426,996,51,Rest of NYS
Sullivan,2011,26,200,1922,1722,2,152,544,1134,44,Rest of NYS
Sullivan,2012,29,177,1916,1739,1,113,564,1135,40,Rest of NYS
Sullivan,2013,22,172,1719,1547,1,131,484,1023,40,Rest of NYS
Sullivan,2014,27,154,1628,1474,3,110,462,973,39,Rest of NYS
Sullivan,2015,15,171,1325,1154,1,91,330,803,21,Rest of NYS
Sullivan,2016,23,197,1229,1032,4,102,265,732,35,Rest of NYS
Sullivan,2017,13,222,1283,1061,3,108,263,763,35,Rest of NYS
Sullivan,2018,20,195,1198,1003,1,109,220,746,37,Rest of NYS
Sullivan,2019,12,187,1019,832,1,105,178,627,27,Rest of NYS
Sullivan,2020,17,148,853,705,4,81,125,545,35,Rest of NYS
Sullivan,2021,14,137,933,796,5,77,141,606,49,Rest of NYS
Sullivan,2022,19,150,861,711,4,84,109,555,47,Rest of NYS
Sullivan,2023,21,163,882,719,1,98,94,595,30,Rest of NYS
Sullivan,2024,20,280,1762,1482,2,210,264,1166,52,Rest of NYS
Tioga,2002,3,38,610,572,0,31,136,413,23,Rest of NYS
Tioga,2003,3,32,600,568,1,19,137,404,27,Rest of NYS
Tioga,2004,3,29,546,517,0,20,152,343,22,Rest of NYS
Tioga,2005,1,29,513,484,1,23,117,344,23,Rest of NYS
Tioga,2006,1,37,587,550,0,29,139,389,22,Rest of NYS
Tioga,2007,2,35,533,498,0,29,118,355,25,Rest of NYS
Tioga,2008,1,36,580,544,0,26,123,402,19,Rest of NYS
Tioga,2009,0,30,555,525,0,26,122,386,17,Rest of NYS
Tioga,2010,6,36,600,564,0,26,135,418,11,Rest of NYS
Tioga,2011,3,34,591,557,0,26,149,390,18,Rest of NYS
Tioga,2012,7,35,667,632,0,28,151,466,15,Rest of NYS
Tioga,2013,5,27,650,623,1,17,166,432,25,Rest of NYS
Tioga,2014,2,27,468,441,0,20,113,314,14,Rest of NYS
Tioga,2015,6,54,460,406,1,24,82,305,19,Rest of NYS
Tioga,2016,4,63,463,400,1,33,79,302,19,Rest of NYS
Tioga,2017,0,48,453,405,0,20,78,300,27,Rest of NYS
Tioga,2018,3,43,397,354,0,23,55,279,20,Rest of NYS
Tioga,2019,4,58,396,338,2,19,75,248,15,Rest of NYS
Tioga,2020,2,59,432,373,0,38,71,283,19,Rest of NYS
Tioga,2021,9,57,420,363,0,25,96,244,23,Rest of NYS
Tioga,2022,0,59,369,310,1,42,64,233,13,Rest of NYS
Tioga,2023,2,53,316,263,1,36,63,193,7,Rest of NYS
Tioga,2024,4,94,494,400,4,68,106,282,12,Rest of NYS
Tompkins,2002,39,132,3005,2873,1,68,466,2360,47,Rest of NYS
Tompkins,2003,36,128,2294,2166,2,75,401,1730,35,Rest of NYS
Tompkins,2004,31,115,2230,2115,2,61,303,1768,44,Rest of NYS
Tompkins,2005,39,147,2812,2665,0,87,438,2148,79,Rest of NYS
Tompkins,2006,32,147,2715,2568,1,87,330,2165,73,Rest of NYS
Tompkins,2007,29,116,2452,2336,0,69,345,1938,53,Rest of NYS
Tompkins,2008,35,137,2474,2337,2,86,426,1855,56,Rest of NYS
Tompkins,2009,39,153,2558,2405,3,99,373,1999,33,Rest of NYS
Tompkins,2010,28,120,2505,2385,2,74,313,2028,44,Rest of NYS
Tompkins,2011,23,91,2391,2300,1,57,328,1933,39,Rest of NYS
Tompkins,2012,38,116,2746,2630,0,62,405,2172,53,Rest of NYS
Tompkins,2013,29,109,2902,2793,1,66,459,2296,38,Rest of NYS
Tompkins,2014,34,103,2597,2494,1,53,481,1977,36,Rest of NYS
Tompkins,2015,32,147,2286,2139,0,60,323,1779,37,Rest of NYS
Tompkins,2016,21,160,1957,1797,2,76,253,1507,37,Rest of NYS
Tompkins,2017,9,78,986,908,0,18,109,783,16,Rest of NYS
Tompkins,2018,36,160,1920,1760,0,61,196,1534,30,Rest of NYS
Tompkins,2019,19,132,1867,1735,2,57,192,1511,32,Rest of NYS
Tompkins,2020,40,170,2135,1965,0,83,235,1687,43,Rest of NYS
Tompkins,2021,25,219,2225,2006,5,133,220,1711,75,Rest of NYS
Tompkins,2022,31,191,2442,2251,3,118,333,1866,52,Rest of NYS
Tompkins,2023,9,139,2201,2062,2,91,264,1771,27,Rest of NYS
Tompkins,2024,42,294,4182,3888,4,170,454,3380,54,Rest of NYS
Ulster,2002,93,525,4097,3572,1,405,724,2687,161,Rest of NYS
Ulster,2003,106,573,3940,3367,4,427,658,2499,210,Rest of NYS
Ulster,2004,94,466,3896,3430,5,331,575,2729,126,Rest of NYS
Ulster,2005,105,546,3985,3439,3,373,553,2722,164,Rest of NYS
Ulster,2006,75,511,3917,3406,5,381,696,2556,154,Rest of NYS
Ulster,2007,66,455,3473,3018,3,345,630,2259,129,Rest of NYS
Ulster,2008,71,456,3661,3205,6,328,821,2287,97,Rest of NYS
Ulster,2009,98,445,3890,3445,1,319,704,2624,117,Rest of NYS
Ulster,2010,63,408,3786,3378,2,312,690,2581,107,Rest of NYS
Ulster,2011,65,335,3772,3437,2,225,752,2597,88,Rest of NYS
Ulster,2012,37,260,3805,3545,1,194,700,2766,79,Rest of NYS
Ulster,2013,52,294,3582,3288,3,208,593,2640,55,Rest of NYS
Ulster,2014,49,293,3262,2969,5,189,558,2367,44,Rest of NYS
Ulster,2015,41,304,3011,2707,0,167,421,2214,72,Rest of NYS
Ulster,2016,36,297,2644,2347,4,182,396,1886,65,Rest of NYS
Ulster,2017,40,289,2572,2283,2,183,312,1904,67,Rest of NYS
Ulster,2018,22,283,2262,1979,5,162,289,1609,81,Rest of NYS
Ulster,2019,19,258,2115,1857,4,161,242,1547,68,Rest of NYS
Ulster,2020,24,228,1929,1701,7,132,221,1410,70,Rest of NYS
Ulster,2021,27,245,1761,1516,2,147,125,1307,84,Rest of NYS
Ulster,2022,22,215,1770,1555,3,145,133,1339,83,Rest of NYS
Ulster,2023,16,194,1719,1525,7,139,118,1347,60,Rest of NYS
Ulster,2024,50,440,3378,2938,6,300,232,2602,104,Rest of NYS
Warren,2002,9,122,1892,1770,1,93,304,1429,37,Rest of NYS
Warren,2003,10,135,1600,1465,1,99,248,1183,34,Rest of NYS
Warren,2004,7,98,1457,1359,0,76,176,1154,29,Rest of NYS
Warren,2005,12,89,1566,1477,3,63,246,1206,25,Rest of NYS
Warren,2006,14,112,1817,1705,1,74,304,1366,35,Rest of NYS
Warren,2007,9,109,1629,1520,2,80,217,1271,32,Rest of NYS
Warren,2008,9,109,1594,1485,0,80,162,1306,17,Rest of NYS
Warren,2009,7,77,1444,1367,0,64,173,1169,25,Rest of NYS
Warren,2010,9,99,1297,1198,0,73,192,991,15,Rest of NYS
Warren,2011,12,107,1494,1387,3,73,226,1135,26,Rest of NYS
Warren,2012,9,125,1430,1305,3,95,173,1106,26,Rest of NYS
Warren,2013,7,53,1297,1244,1,35,158,1073,13,Rest of NYS
Warren,2014,6,40,1209,1169,0,25,156,998,15,Rest of NYS
Warren,2015,11,108,1090,982,1,45,121,845,16,Rest of NYS
Warren,2016,9,112,1201,1089,2,60,132,944,13,Rest of NYS
Warren,2017,10,107,1079,972,3,50,131,818,23,Rest of NYS
Warren,2018,7,96,953,857,1,38,70,772,15,Rest of NYS
Warren,2019,5,84,730,646,0,37,79,540,27,Rest of NYS
Warren,2020,2,77,743,666,0,25,79,573,14,Rest of NYS
Warren,2021,4,65,920,855,0,19,71,759,25,Rest of NYS
Warren,2022,8,91,993,902,0,29,84,795,23,Rest of NYS
Warren,2023,10,99,1023,924,0,43,106,792,26,Rest of NYS
Warren,2024,22,162,1830,1668,0,80,126,1506,36,Rest of NYS
Washington,2002,1,213,1123,910,1,192,200,685,25,Rest of NYS
Washington,2003,6,172,919,747,0,157,196,534,17,Rest of NYS
Washington,2004,5,86,774,688,0,67,143,527,18,Rest of NYS
Washington,2005,5,97,909,812,1,72,179,595,38,Rest of NYS
Washington,2006,0,96,1073,977,3,77,281,658,38,Rest of NYS
Washington,2007,3,128,1003,875,3,98,160,678,37,Rest of NYS
Washington,2008,6,119,911,792,2,90,187,581,24,Rest of NYS
Washington,2009,4,60,769,709,0,47,164,515,30,Rest of NYS
Washington,2010,6,93,884,791,0,70,225,537,29,Rest of NYS
Washington,2011,6,96,866,770,3,72,186,567,17,Rest of NYS
Washington,2012,7,78,970,892,7,53,236,624,32,Rest of NYS
Washington,2013,6,71,882,811,1,59,187,601,23,Rest of NYS
Washington,2014,3,63,712,649,0,51,124,503,22,Rest of NYS
Washington,2015,1,121,659,538,1,91,101,420,17,Rest of NYS
Washington,2016,5,96,579,483,0,41,101,370,12,Rest of NYS
Washington,2017,5,103,610,507,2,52,116,371,20,Rest of NYS
Washington,2018,6,98,493,395,1,48,83,296,16,Rest of NYS
Washington,2019,3,88,362,274,0,23,58,210,6,Rest of NYS
Washington,2020,5,102,394,292,0,46,51,218,23,Rest of NYS
Washington,2021,5,71,357,286,1,31,37,227,22,Rest of NYS
Washington,2022,4,91,450,359,1,44,53,283,23,Rest of NYS
Washington,2023,3,105,457,352,2,58,57,254,41,Rest of NYS
Washington,2024,12,172,838,666,0,102,98,522,46,Rest of NYS
Wayne,2002,21,135,2020,1885,2,97,357,1481,47,Rest of NYS
Wayne,2003,18,145,2255,2110,1,104,472,1574,64,Rest of NYS
Wayne,2004,15,197,2182,1985,4,132,430,1489,66,Rest of NYS
Wayne,2005,18,171,2218,2047,1,121,453,1511,83,Rest of NYS
Wayne,2006,28,165,2267,2102,0,107,518,1498,86,Rest of NYS
Wayne,2007,14,162,1784,1622,1,117,319,1253,50,Rest of NYS
Wayne,2008,29,185,2008,1823,1,128,393,1382,48,Rest of NYS
Wayne,2009,25,140,1774,1634,0,94,399,1187,48,Rest of NYS
Wayne,2010,15,169,1966,1797,0,133,483,1268,46,Rest of NYS
Wayne,2011,24,141,1709,1568,0,87,414,1109,45,Rest of NYS
Wayne,2012,19,132,1843,1711,1,91,458,1213,40,Rest of NYS
Wayne,2013,29,153,1842,1689,4,99,469,1182,38,Rest of NYS
Wayne,2014,24,112,1604,1492,0,65,353,1094,45,Rest of NYS
Wayne,2015,18,184,1526,1342,2,87,338,957,47,Rest of NYS
Wayne,2016,20,160,1623,1463,3,80,313,1101,49,Rest of NYS
Wayne,2017,18,189,1495,1306,3,88,242,1021,43,Rest of NYS
Wayne,2018,12,173,1484,1311,5,82,254,1016,41,Rest of NYS
Wayne,2019,22,168,1222,1054,2,82,200,808,46,Rest of NYS
Wayne,2020,18,171,1350,1179,1,92,178,950,51,Rest of NYS
Wayne,2021,20,191,1233,1042,3,89,137,828,77,Rest of NYS
Wayne,2022,19,158,1503,1345,1,85,165,1109,71,Rest of NYS
Wayne,2023,16,198,1438,1240,0,118,154,1014,72,Rest of NYS
Wayne,2024,50,318,2142,1824,6,186,230,1482,112,Rest of NYS
Westchester,2002,1057,2575,19948,17373,33,1407,2747,12583,2043,Rest of NYS
Westchester,2003,1144,2609,19401,16792,21,1355,2597,12370,1825,Rest of NYS
Westchester,2004,1171,2601,18622,16021,29,1296,2300,12185,1536,Rest of NYS
Westchester,2005,1274,2630,17128,14498,22,1257,2073,11165,1260,Rest of NYS
Westchester,2006,1364,2766,17589,14823,20,1300,2191,11548,1084,Rest of NYS
Westchester,2007,1038,2478,16786,14308,22,1328,2337,11000,971,Rest of NYS
Westchester,2008,1093,2414,16723,14309,27,1219,2370,11096,843,Rest of NYS
Westchester,2009,1042,2482,16636,14154,22,1341,2249,11007,898,Rest of NYS
Westchester,2010,1095,2457,15392,12935,20,1267,1983,10276,676,Rest of NYS
Westchester,2011,1034,2557,16283,13726,21,1431,2125,10823,778,Rest of NYS
Westchester,2012,920,2440,14901,12461,20,1428,1873,9957,631,Rest of NYS
Westchester,2013,843,2192,14135,11943,11,1279,1678,9646,619,Rest of NYS
Westchester,2014,804,2149,12106,9957,14,1266,1490,7995,472,Rest of NYS
Westchester,2015,737,2141,12182,10041,17,1216,1294,8065,682,Rest of NYS
Westchester,2016,768,2116,12543,10427,24,1180,1328,8490,609,Rest of NYS
Westchester,2017,596,1941,11446,9505,19,1192,1003,7920,582,Rest of NYS
Westchester,2018,452,1678,9848,8170,14,1085,822,6896,452,Rest of NYS
Westchester,2019,450,1633,9664,8031,13,1052,672,6891,468,Rest of NYS
Westchester,2020,394,1582,10278,8696,25,1052,818,7139,739,Rest of NYS
Westchester,2021,381,1518,9243,7725,20,1022,736,6322,667,Rest of NYS
Westchester,2022,445,1680,11206,9526,10,1127,771,7951,804,Rest of NYS
Westchester,2023,465,1800,12019,10219,11,1217,1001,8247,971,Rest of NYS
Westchester,2024,766,3776,22420,18644,32,2794,1662,15358,1624,Rest of NYS
Wyoming,2002,2,72,1145,1073,1,62,443,604,26,Rest of NYS
Wyoming,2003,6,80,1006,926,1,67,299,601,26,Rest of NYS
Wyoming,2004,3,58,681,623,1,47,110,490,23,Rest of NYS
Wyoming,2005,1,83,704,621,0,75,114,481,26,Rest of NYS
Wyoming,2006,3,100,753,653,1,84,157,468,28,Rest of NYS
Wyoming,2007,2,54,641,587,0,41,123,444,20,Rest of NYS
Wyoming,2008,6,52,547,495,0,42,110,372,13,Rest of NYS
Wyoming,2009,1,47,500,453,0,40,101,342,10,Rest of NYS
Wyoming,2010,0,33,476,443,0,29,94,339,10,Rest of NYS
Wyoming,2011,2,37,528,491,0,30,96,381,14,Rest of NYS
Wyoming,2012,6,51,552,501,0,40,76,408,17,Rest of NYS
Wyoming,2013,2,41,510,469,0,36,82,379,8,Rest of NYS
Wyoming,2014,0,36,380,344,0,35,59,275,10,Rest of NYS
Wyoming,2015,0,58,422,364,3,39,60,294,10,Rest of NYS
Wyoming,2016,1,48,327,279,3,30,52,223,4,Rest of NYS
Wyoming,2017,5,71,346,275,0,41,58,203,14,Rest of NYS
Wyoming,2018,2,63,333,270,1,47,41,221,8,Rest of NYS
Wyoming,2019,1,46,257,211,0,28,33,169,9,Rest of NYS
Wyoming,2020,2,45,304,259,0,25,36,214,9,Rest of NYS
Wyoming,2021,2,52,262,210,0,25,41,159,10,Rest of NYS
Wyoming,2022,0,52,279,227,0,37,34,183,10,Rest of NYS
Wyoming,2023,2,63,266,203,0,47,23,169,11,Rest of NYS
Wyoming,2024,0,88,456,368,2,56,70,286,12,Rest of NYS
Yates,2002,3,30,389,359,1,15,57,299,3,Rest of NYS
Yates,2003,2,30,360,330,0,22,66,259,5,Rest of NYS
Yates,2004,3,30,326,296,0,19,87,202,7,Rest of NYS
Yates,2005,2,19,302,283,0,14,78,203,2,Rest of NYS
Yates,2006,3,23,373,350,0,16,70,271,9,Rest of NYS
Yates,2007,1,13,337,324,0,10,69,249,6,Rest of NYS
Yates,2008,3,15,284,269,0,9,72,194,3,Rest of NYS
Yates,2009,1,11,350,339,1,6,78,260,1,Rest of NYS
Yates,2010,2,18,474,456,0,11,128,321,7,Rest of NYS
Yates,2011,0,13,410,397,0,13,109,285,3,Rest of NYS
Yates,2012,0,20,428,408,0,14,111,293,4,Rest of NYS
Yates,2013,1,14,413,399,0,7,112,284,3,Rest of NYS
Yates,2014,2,18,321,303,0,12,78,218,7,Rest of NYS
Yates,2015,0,25,299,274,0,17,84,188,2,Rest of NYS
Yates,2016,1,17,320,303,0,10,78,223,2,Rest of NYS
Yates,2017,0,26,259,233,0,14,42,188,3,Rest of NYS
Yates,2018,0,17,245,228,1,12,52,171,5,Rest of NYS
Yates,2019,0,23,187,164,0,11,42,120,2,Rest of NYS
Yates,2020,1,16,221,205,1,6,24,179,2,Rest of NYS
Yates,2021,0,34,183,149,0,13,14,128,7,Rest of NYS
Yates,2022,1,27,197,170,0,8,28,133,9,Rest of NYS
Yates,2023,0,28,164,136,1,10,16,116,4,Rest of NYS
Yates,2024,2,32,346,314,2,16,60,240,14,Rest of NYS
