place_name,state_abr,id,year,treated,crime_count,population_est,n_months,shooting_rate
Albuquerque,NM,3502000,2018,0,94,559280.8333333334,12,16.807298658843127
Albuquerque,NM,3502000,2019,0,121,559865.75,12,21.612324025893706
Albuquerque,NM,3502000,2020,0,115,561312.75,12,20.48768712273149
Albuquerque,NM,3502000,2021,0,145,562757.25,12,25.765994129795754
Albuquerque,NM,3502000,2022,0,169,564120.75,12,29.958125099989676
Albuquerque,NM,3502000,2023,0,160,565144,12,28.311368429993063
Albuquerque,NM,3502000,2024,0,164,565144,12,29.01915264074289
Albuquerque,NM,3502000,2025,0,102,565144,9,18.04849737412058
Anaheim,CA,602000,2018,0,4,349803.6666666667,12,1.1434985911144442
Anaheim,CA,602000,2019,0,8,351394.4166666667,12,2.2766440274971167
Anaheim,CA,602000,2020,0,19,350847.8333333333,12,5.415453138041326
Anaheim,CA,602000,2021,0,23,350256.8333333333,12,6.566609930522413
Anaheim,CA,602000,2022,0,4,350445.8333333333,12,1.1414032125744586
Anaheim,CA,602000,2023,0,8,347802,12,2.3001592860305577
Anaheim,CA,602000,2024,0,9,347802,12,2.5876791967843773
Anaheim,CA,602000,2025,0,7,347802,9,2.0126393752767378
Anchorage,AK,203000,2018,0,63,294929.0833333333,12,21.36106730742334
Anchorage,AK,203000,2019,0,45,292870.5833333333,12,15.365148485665028
Anchorage,AK,203000,2020,0,39,292298.5833333333,12,13.342521046544016
Anchorage,AK,203000,2021,0,35,291034.75,12,12.02605530782836
Anchorage,AK,203000,2022,0,38,289458.5833333333,12,13.127957569059246
Anchorage,AK,203000,2023,0,40,289705,12,13.807148651214167
Anchorage,AK,203000,2024,0,53,289705,12,18.29447196285877
Anchorage,AK,203000,2025,0,22,289705,9,7.59393175816779
Arlington,TX,4804000,2018,0,10,393843.8333333333,12,2.5390774600592536
Arlington,TX,4804000,2019,0,34,396298.3333333333,12,8.57939515264174
Arlington,TX,4804000,2020,0,50,394993.3333333333,12,12.658441492683421
Arlington,TX,4804000,2021,0,42,395514.6666666667,12,10.61907523024852
Arlington,TX,4804000,2022,0,38,397033.3333333333,12,9.570984803962723
Arlington,TX,4804000,2023,0,27,394344,12,6.846813949242286
Arlington,TX,4804000,2024,0,32,394344,12,8.114742458361228
Arlington,TX,4804000,2025,0,17,394344,9,4.3109569310044025
Atlanta,GA,1304000,2018,0,191,483846.4166666667,12,39.475336268034084
Atlanta,GA,1304000,2019,0,235,492852.5833333333,12,47.68160053268126
Atlanta,GA,1304000,2020,0,418,495149.5833333333,12,84.41893400899896
Atlanta,GA,1304000,2021,0,642,500878.4166666667,12,128.17481820688022
Atlanta,GA,1304000,2022,0,620,508637.5833333333,12,121.89425640489603
Atlanta,GA,1304000,2023,0,589,505692,12,116.4740593088283
Atlanta,GA,1304000,2024,0,706,505692,12,139.6106721087144
Atlanta,GA,1304000,2025,0,954,505692,9,188.65238129137893
Aurora,CO,804000,2018,0,29,366098.75,12,7.921360015569569
Aurora,CO,804000,2019,0,43,373842.3333333333,12,11.502175159403206
Aurora,CO,804000,2020,0,123,381295.75,12,32.258424071078686
Aurora,CO,804000,2021,0,174,387632,12,44.887934948611054
Aurora,CO,804000,2022,0,174,394381.75,12,44.11968860120936
Aurora,CO,804000,2023,0,135,396582,12,34.04087931373587
Aurora,CO,804000,2024,0,117,396582,12,29.502095405237757
Aurora,CO,804000,2025,0,53,396582,9,13.36419706391112
Austin,TX,4805000,2018,0,59,942653.8333333334,12,6.258925377873779
Austin,TX,4805000,2019,0,88,957711.75,12,9.188568481069591
Austin,TX,4805000,2020,0,105,956148.9166666666,12,10.981552995536696
Austin,TX,4805000,2021,0,174,960740.9166666666,12,18.11102212693311
Austin,TX,4805000,2022,0,163,970024.9166666666,12,16.803692070109197
Austin,TX,4805000,2023,0,115,958534,12,11.9974878303743
Austin,TX,4805000,2024,0,84,958534,12,8.763382415229923
Austin,TX,4805000,2025,0,58,958534,9,6.050906905753996
Bakersfield,CA,603526,2018,0,66,376715.5833333333,12,17.519848639125847
Bakersfield,CA,603526,2019,0,65,378816.25,12,17.15871481226056
Bakersfield,CA,603526,2020,0,91,388530.9166666667,12,23.42155954556169
Bakersfield,CA,603526,2021,0,109,396079.75,12,27.519710361360307
Bakersfield,CA,603526,2022,0,76,401568.9166666667,12,18.92576761938123
Bakersfield,CA,603526,2023,0,53,411794,12,12.870512926366095
Bakersfield,CA,603526,2024,0,33,411794,12,8.013715595661909
Bakersfield,CA,603526,2025,0,21,411794,9,5.099637197239397
Baltimore,MD,2404000,2018,0,961,612102.1666666666,12,156.99993437914642
Baltimore,MD,2404000,2019,0,1097,605934.5833333334,12,181.0426455551101
Baltimore,MD,2404000,2020,0,1010,597661.75,12,168.99190888491694
Baltimore,MD,2404000,2021,0,1020,590501.8333333334,12,172.73443407316546
Baltimore,MD,2404000,2022,0,996,583869.75,12,170.5859911392909
Baltimore,MD,2404000,2023,0,842,578419,12,145.5692153957598
Baltimore,MD,2404000,2024,0,619,578419,12,107.01584837289231
Baltimore,MD,2404000,2025,0,356,578419,9,61.547079193456646
Baton Rouge,LA,2205000,2018,0,159,224806.08333333334,12,70.72762339987092
Baton Rouge,LA,2205000,2019,0,188,223251.58333333334,12,84.20992908224989
Baton Rouge,LA,2205000,2020,0,237,223725.5,12,105.93338711948348
Baton Rouge,LA,2205000,2021,0,273,223544.33333333334,12,122.12342667300892
Baton Rouge,LA,2205000,2022,0,269,222721.5,12,120.77864058925609
Baton Rouge,LA,2205000,2023,0,217,224535,12,96.6441757409758
Baton Rouge,LA,2205000,2024,0,260,224535,12,115.79486494310464
Baton Rouge,LA,2205000,2025,0,151,224535,9,67.25009464003385
Birmingham,AL,107000,2018,0,255,212147.5,12,120.19938957564902
Birmingham,AL,107000,2019,0,226,211669.58333333334,12,106.77018230063759
Birmingham,AL,107000,2020,0,192,206943.25,12,92.7790589932264
Birmingham,AL,107000,2021,0,262,203919.75,12,128.4819150670791
Birmingham,AL,107000,2022,0,269,201927.25,12,133.21629448229498
Birmingham,AL,107000,2023,0,298,197218,12,151.10182640529771
Birmingham,AL,107000,2024,0,295,197218,12,149.58066707906985
Birmingham,AL,107000,2025,0,124,197218,9,62.8745854840836
Boston,MA,2507000,2018,0,179,681689.0833333334,12,26.258305197543013
Boston,MA,2507000,2019,0,157,686646.3333333334,12,22.8647547330285
Boston,MA,2507000,2020,0,226,681758,12,33.14959267071307
Boston,MA,2507000,2021,0,155,681219.8333333334,12,22.753301124771518
Boston,MA,2507000,2022,0,161,683586,12,23.552267015415765
Boston,MA,2507000,2023,0,116,674642,12,17.194304534849593
Boston,MA,2507000,2024,0,121,674642,12,17.935438351006905
Boston,MA,2507000,2025,0,94,674642,9,13.93331574375743
Buffalo,NY,3611000,2018,0,159,257042.25,12,61.857535093938836
Buffalo,NY,3611000,2019,0,129,256170.66666666666,12,50.35705363091272
Buffalo,NY,3611000,2020,0,244,265066.0833333333,12,92.05251646366175
Buffalo,NY,3611000,2021,0,249,270516.5,12,92.04614136291131
Buffalo,NY,3611000,2022,0,203,273284.0833333333,12,74.28167697289359
Buffalo,NY,3611000,2023,0,129,284229,12,45.385938802866704
Buffalo,NY,3611000,2024,0,109,284229,12,38.34935914350752
Buffalo,NY,3611000,2025,0,38,284229,9,13.36950135278244
Chandler,AZ,412000,2018,0,0,250492.25,12,0
Chandler,AZ,412000,2019,0,0,254701.33333333334,12,0
Chandler,AZ,412000,2020,0,0,264117.3333333333,12,0
Chandler,AZ,412000,2021,0,1,271649.25,12,0.3681217599533222
Chandler,AZ,412000,2022,0,1,277757.3333333333,12,0.36002649795024916
Chandler,AZ,412000,2023,0,2,286079,12,0.6991075891624342
Chandler,AZ,412000,2024,0,1,286079,12,0.3495537945812171
Chandler,AZ,412000,2025,0,0,286079,9,0
Charlotte,NC,3712000,2018,0,216,848859.0833333334,12,25.445919616222124
Charlotte,NC,3712000,2019,0,282,864824.75,12,32.60776243973129
Charlotte,NC,3712000,2020,0,262,869582.9166666666,12,30.1293867414407
Charlotte,NC,3712000,2021,0,213,877752.4166666666,12,24.266523903048213
Charlotte,NC,3712000,2022,0,230,888988.9166666666,12,25.872088581531813
Charlotte,NC,3712000,2023,0,294,884277,12,33.247500500408805
Charlotte,NC,3712000,2024,0,418,884277,12,47.2702558135064
Charlotte,NC,3712000,2025,0,287,884277,9,32.455893345637165
Chesapeake,VA,5116000,2018,0,23,238810.91666666666,12,9.631050506834033
Chesapeake,VA,5116000,2019,0,24,241203.41666666666,12,9.950107810109103
Chesapeake,VA,5116000,2020,0,35,244720.91666666666,12,14.302005924435692
Chesapeake,VA,5116000,2021,0,37,247793.08333333334,12,14.931813068497673
Chesapeake,VA,5116000,2022,0,46,250600.91666666666,12,18.35587858650424
Chesapeake,VA,5116000,2023,0,33,253052,12,13.040797938763575
Chesapeake,VA,5116000,2024,0,38,253052,12,15.016676414333812
Chesapeake,VA,5116000,2025,0,22,253052,9,8.69386529250905
Chicago,IL,1714000,2018,0,2838,2714420.3333333335,12,104.55270928931297
Chicago,IL,1714000,2019,0,2574,2704864.9166666665,12,95.1618686811193
Chicago,IL,1714000,2020,0,4025,2718950.8333333335,12,148.03504170266655
Chicago,IL,1714000,2021,0,4369,2726991.25,12,160.21320200422352
Chicago,IL,1714000,2022,0,3547,2728716.8333333335,12,129.98783738461685
Chicago,IL,1714000,2023,0,3047,2751885,12,110.72410365985496
Chicago,IL,1714000,2024,0,2731,2751885,12,99.24106566953199
Chicago,IL,1714000,2025,0,1439,2751885,9,52.29142932935061
Chula Vista,CA,613392,2018,0,7,267591.8333333333,12,2.6159243773632856
Chula Vista,CA,613392,2019,0,4,268855.3333333333,12,1.48778897201221
Chula Vista,CA,613392,2020,0,7,271546.8333333333,12,2.577824205892047
Chula Vista,CA,613392,2021,0,17,274505.8333333333,12,6.192946719407906
Chula Vista,CA,613392,2022,0,11,276904.8333333333,12,3.972483927992108
Chula Vista,CA,613392,2023,0,9,280176,12,3.212266575295528
Chula Vista,CA,613392,2024,0,10,280176,12,3.569185083661698
Chula Vista,CA,613392,2025,0,3,280176,9,1.0707555250985097
Cincinnati,OH,3915000,2018,0,206,300832.25,12,68.47670088562646
Cincinnati,OH,3915000,2019,0,233,301986.6666666667,12,77.15572431453927
Cincinnati,OH,3915000,2020,0,247,305426.4166666667,12,80.87054246835775
Cincinnati,OH,3915000,2021,0,248,308149.25,12,80.48048145500923
Cincinnati,OH,3915000,2022,0,243,310280.4166666667,12,78.31625424850907
Cincinnati,OH,3915000,2023,0,294,313518,12,93.7745201232465
Cincinnati,OH,3915000,2024,0,269,313518,12,85.80049630324257
Cincinnati,OH,3915000,2025,0,183,313518,9,58.369854362428946
Cleveland,OH,3916000,2018,0,361,386428.1666666667,12,93.41969119745843
Cleveland,OH,3916000,2019,0,374,384387.75,12,97.29758557602317
Cleveland,OH,3916000,2020,0,424,379448.9166666667,12,111.74099631768614
Cleveland,OH,3916000,2021,0,364,375545.75,12,96.92560759907416
Cleveland,OH,3916000,2022,0,353,372472.9166666667,12,94.77199125216038
Cleveland,OH,3916000,2023,0,589,367885,12,160.10438044497602
Cleveland,OH,3916000,2024,0,485,367885,12,131.83467659730624
Cleveland,OH,3916000,2025,0,313,367885,9,85.08093561846772
Colorado Springs,CO,816000,2018,0,96,460879.4166666667,12,20.829743427103942
Colorado Springs,CO,816000,2019,0,81,467994.5833333333,12,17.30789263052368
Colorado Springs,CO,816000,2020,0,90,473334.1666666667,12,19.014051031600296
Colorado Springs,CO,816000,2021,0,100,479427.1666666667,12,20.858225597701143
Colorado Springs,CO,816000,2022,0,147,485974.1666666667,12,30.248521440611555
Colorado Springs,CO,816000,2023,0,99,487922,12,20.29012834018552
Colorado Springs,CO,816000,2024,0,93,487922,12,19.06042359229549
Colorado Springs,CO,816000,2025,0,59,487922,9,12.092096687585311
Columbus,OH,3918000,2018,0,250,872635.25,12,28.648854146105144
Columbus,OH,3918000,2019,0,272,883377.4166666666,12,30.79091618918264
Columbus,OH,3918000,2020,0,534,893233.3333333334,12,59.782811508750974
Columbus,OH,3918000,2021,0,694,904530.3333333334,12,76.72490069431981
Columbus,OH,3918000,2022,0,559,916233.3333333334,12,61.01065958453086
Columbus,OH,3918000,2023,0,578,921143,12,62.74812922640676
Columbus,OH,3918000,2024,0,413,921143,12,44.83560098703459
Columbus,OH,3918000,2025,0,214,921143,9,23.232006322579664
Corpus Christi,TX,4817000,2018,0,35,325190.6666666667,12,10.762916524869512
Corpus Christi,TX,4817000,2019,0,56,326033,12,17.176175417825803
Corpus Christi,TX,4817000,2020,0,62,322590.1666666667,12,19.219432706411283
Corpus Christi,TX,4817000,2021,0,60,320864.8333333333,12,18.699462754046486
Corpus Christi,TX,4817000,2022,0,61,320310.1666666667,12,19.04404116634866
Corpus Christi,TX,4817000,2023,0,44,315888,12,13.928987489236693
Corpus Christi,TX,4817000,2024,0,58,315888,12,18.36093805399382
Corpus Christi,TX,4817000,2025,0,34,315888,9,10.76330851441017
Dallas,TX,4819000,2018,0,218,1324217.0833333333,12,16.46255759299284
Dallas,TX,4819000,2019,0,318,1334385.9166666667,12,23.831186767496234
Dallas,TX,4819000,2020,0,438,1321151.1666666667,12,33.152905666737354
Dallas,TX,4819000,2021,0,415,1317960.4166666667,12,31.48804734588324
Dallas,TX,4819000,2022,0,343,1321209.1666666667,12,25.9610672294508
Dallas,TX,4819000,2023,0,423,1300297,12,32.53102944942579
Dallas,TX,4819000,2024,0,337,1300297,12,25.917155849778936
Dallas,TX,4819000,2025,0,191,1300297,9,14.688951831773819
Denver,CO,820000,2018,0,125,698989.8333333334,12,17.882949656635446
Denver,CO,820000,2019,0,131,710297.75,12,18.442969867214135
Denver,CO,820000,2020,0,249,711716.75,12,34.98582828070296
Denver,CO,820000,2021,0,271,717452.9166666666,12,37.77251352731045
Denver,CO,820000,2022,0,303,725882.75,12,41.74227862557693
Denver,CO,820000,2023,0,253,720965,12,35.09185605403868
Denver,CO,820000,2024,0,166,720965,12,23.024696067076764
Denver,CO,820000,2025,0,96,720965,9,13.315486882164876
Detroit,MI,2622000,2018,0,593,676094.4166666666,12,87.70964311813945
Detroit,MI,2622000,2019,0,600,673699.75,12,89.06044569557878
Detroit,MI,2622000,2020,0,1246,660116.75,12,188.75448926269482
Detroit,MI,2622000,2021,0,1073,650052.9166666666,12,165.06348521626765
Detroit,MI,2622000,2022,0,975,643012.75,12,151.62996379154222
Detroit,MI,2622000,2023,0,584,628554,12,92.91166709622404
Detroit,MI,2622000,2024,0,545,628554,12,86.70694960178442
Detroit,MI,2622000,2025,0,345,628554,9,54.88788552773508
Durham,NC,3719000,2018,0,71,266781.3333333333,12,26.613556170846536
Durham,NC,3719000,2019,0,104,272744.8333333333,12,38.13087812845829
Durham,NC,3719000,2020,0,177,277608.25,12,63.75891206403268
Durham,NC,3719000,2021,0,192,282851.0833333333,12,67.88024204727282
Durham,NC,3719000,2022,0,119,288544.25,12,41.24150801826756
Durham,NC,3719000,2023,0,124,290042,12,42.75242895856462
Durham,NC,3719000,2024,0,133,290042,12,45.85542783458948
Durham,NC,3719000,2025,0,90,290042,9,31.029988760248514
El Paso,TX,4824000,2018,0,22,680106.0833333334,12,3.2347894746322052
El Paso,TX,4824000,2019,0,77,679843.25,12,11.32614025365406
El Paso,TX,4824000,2020,0,32,678282.1666666666,12,4.717800581026628
El Paso,TX,4824000,2021,0,68,677562.8333333334,12,10.035969603803041
El Paso,TX,4824000,2022,0,59,677346.1666666666,12,8.7104648853848
El Paso,TX,4824000,2023,0,85,675459,12,12.584035448487622
El Paso,TX,4824000,2024,0,36,675459,12,5.329709131124169
El Paso,TX,4824000,2025,0,41,675459,9,6.069946510446971
Fort Wayne,IN,1825000,2018,0,117,264831.1666666667,12,44.179090200234484
Fort Wayne,IN,1825000,2019,0,87,266955.5833333333,12,32.589691106541764
Fort Wayne,IN,1825000,2020,0,103,265764.5833333333,12,38.7561046352113
Fort Wayne,IN,1825000,2021,0,84,265340.75,12,31.657406561185944
Fort Wayne,IN,1825000,2022,0,78,265876.5833333333,12,29.336919792673232
Fort Wayne,IN,1825000,2023,0,74,262788,12,28.159581107204286
Fort Wayne,IN,1825000,2024,0,93,262788,12,35.3897438239189
Fort Wayne,IN,1825000,2025,0,47,262788,9,17.88513935187299
Fort Worth,TX,4827000,2018,0,132,864317.8333333334,12,15.272159720565757
Fort Worth,TX,4827000,2019,0,174,882568.5,12,19.715183580651246
Fort Worth,TX,4827000,2020,0,249,899668,12,27.67687635883459
Fort Worth,TX,4827000,2021,0,275,917829.0833333334,12,29.962005453266578
Fort Worth,TX,4827000,2022,0,260,936338,12,27.767750534529196
Fort Worth,TX,4827000,2023,0,248,945139,12,26.239526672796277
Fort Worth,TX,4827000,2024,0,202,945139,12,21.37251769316471
Fort Worth,TX,4827000,2025,0,121,945139,9,12.80234970729173
Fremont,CA,626000,2018,0,7,234300.75,12,2.987613142510214
Fremont,CA,626000,2019,0,1,235322.41666666666,12,0.4249488910427502
Fremont,CA,626000,2020,0,11,233304.16666666666,12,4.714875073669923
Fremont,CA,626000,2021,0,7,233149.75,12,3.0023622157004244
Fremont,CA,626000,2022,0,5,233572.16666666666,12,2.140666018282715
Fremont,CA,626000,2023,0,4,231770,12,1.7258489019286363
Fremont,CA,626000,2024,0,5,231770,12,2.1573111274107952
Fremont,CA,626000,2025,0,6,231770,9,2.588773352892954
Fresno,CA,627000,2018,0,108,523529.6666666667,12,20.629203438964616
Fresno,CA,627000,2019,0,169,525531.1666666666,12,32.157940521764175
Fresno,CA,627000,2020,0,267,531890.3333333334,12,50.19831782366165
Fresno,CA,627000,2021,0,225,537435.4166666666,12,41.86549546650954
Fresno,CA,627000,2022,0,187,541710.3333333334,12,34.52029405629454
Fresno,CA,627000,2023,0,128,548498,12,23.336457015340073
Fresno,CA,627000,2024,0,101,548498,12,18.413923113666776
Fresno,CA,627000,2025,0,60,548498,9,10.938964225940659
Garland,TX,4829000,2018,0,13,238181.83333333334,12,5.458014919973605
