month_date,shooting_incidents,boro,pop_2020,state,year,month,shooting_rate,treated
2025-08-01T00:00:00Z,16,Boston,675647,MA,2025,8,28.417206026223752,0
2025-09-01T00:00:00Z,7,Boston,675647,MA,2025,9,12.432527636472892,0
2025-10-01T00:00:00Z,7,Boston,675647,MA,2025,10,12.432527636472892,0
2025-11-01T00:00:00Z,5,Boston,675647,MA,2025,11,8.880376883194923,0
2025-12-01T00:00:00Z,6,Boston,675647,MA,2025,12,10.656452259833909,0
2026-01-01T00:00:00Z,5,Boston,675647,MA,2026,1,8.880376883194923,0
1991-01-01T00:00:00Z,72,Chicago,2746388,IL,1991,1,31.459502444665503,0
1991-02-01T00:00:00Z,55,Chicago,2746388,IL,1991,2,24.031564367452816,0
1991-03-01T00:00:00Z,67,Chicago,2746388,IL,1991,3,29.274814774897067,0
1991-04-01T00:00:00Z,73,Chicago,2746388,IL,1991,4,31.896439978619192,0
1991-05-01T00:00:00Z,66,Chicago,2746388,IL,1991,5,28.837877240943378,0
1991-06-01T00:00:00Z,82,Chicago,2746388,IL,1991,6,35.828877784202376,0
1991-07-01T00:00:00Z,76,Chicago,2746388,IL,1991,7,33.20725258048025,0
1991-08-01T00:00:00Z,115,Chicago,2746388,IL,1991,8,50.24781640467407,0
1991-09-01T00:00:00Z,83,Chicago,2746388,IL,1991,9,36.265815318156065,0
1991-10-01T00:00:00Z,72,Chicago,2746388,IL,1991,10,31.459502444665503,0
1991-11-01T00:00:00Z,71,Chicago,2746388,IL,1991,11,31.022564910711814,0
1991-12-01T00:00:00Z,73,Chicago,2746388,IL,1991,12,31.896439978619192,0
1992-01-01T00:00:00Z,73,Chicago,2746388,IL,1992,1,31.896439978619192,0
1992-02-01T00:00:00Z,59,Chicago,2746388,IL,1992,2,25.779314503267567,0
1992-03-01T00:00:00Z,57,Chicago,2746388,IL,1992,3,24.905439435360186,0
1992-04-01T00:00:00Z,78,Chicago,2746388,IL,1992,4,34.08112764838763,0
1992-05-01T00:00:00Z,83,Chicago,2746388,IL,1992,5,36.265815318156065,0
1992-06-01T00:00:00Z,81,Chicago,2746388,IL,1992,6,35.391940250248695,0
1992-07-01T00:00:00Z,89,Chicago,2746388,IL,1992,7,38.88744052187819,0
1992-08-01T00:00:00Z,93,Chicago,2746388,IL,1992,8,40.63519065769294,0
1992-09-01T00:00:00Z,100,Chicago,2746388,IL,1992,9,43.69375339536875,0
1992-10-01T00:00:00Z,73,Chicago,2746388,IL,1992,10,31.896439978619192,0
1992-11-01T00:00:00Z,61,Chicago,2746388,IL,1992,11,26.65318957117494,0
1992-12-01T00:00:00Z,56,Chicago,2746388,IL,1992,12,24.4685019014065,0
1993-01-01T00:00:00Z,65,Chicago,2746388,IL,1993,1,28.40093970698969,0
1993-02-01T00:00:00Z,58,Chicago,2746388,IL,1993,2,25.342376969313882,0
1993-03-01T00:00:00Z,58,Chicago,2746388,IL,1993,3,25.342376969313882,0
1993-04-01T00:00:00Z,64,Chicago,2746388,IL,1993,4,27.964002173036,0
1993-05-01T00:00:00Z,47,Chicago,2746388,IL,1993,5,20.536064095823317,0
1993-06-01T00:00:00Z,76,Chicago,2746388,IL,1993,6,33.20725258048025,0
1993-07-01T00:00:00Z,93,Chicago,2746388,IL,1993,7,40.63519065769294,0
1993-08-01T00:00:00Z,82,Chicago,2746388,IL,1993,8,35.828877784202376,0
1993-09-01T00:00:00Z,77,Chicago,2746388,IL,1993,9,33.64419011443394,0
1993-10-01T00:00:00Z,70,Chicago,2746388,IL,1993,10,30.58562737675813,0
